Agency,Reservation_Date,Hotel_Chain_Code,Hotel_Chain_Name,Hotel_Property_Name,Hotel_Address,Hotel_City_Name,Hotel_State,Hotel_Zip_Code,Hotel_Country_Code,Check_In_Date,Check_Out_Date,Number_of_Room_Nights,Daily_Rate,Total_Spend,GDS_Record_Locator,Online_Booking_Indicator
Agency C,00:00.0,NULL,XX Hotel Seward,XX Hotel Seward,Seward Ak,Seward,AK,NULL,US,00:00.0,00:00.0,2,84,168,TPYSDK,NULL
Agency C,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Suites  Anchorage AK,140 West Tudor Rd,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,QYUXBP,NULL
Agency C,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Capitol Smithsonian,550 C St Sw,Washington               ,DC,20024,US,00:00.0,00:00.0,4,184,736,RZEVNU,NULL
Agency C,00:00.0,QU,QUALITY INNS,QU Maui Beach Hotel OGG,170 Kaahumanu Avenue,Kahului                  ,HI,96732,US,00:00.0,00:00.0,4,108,432,BGHNWX,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Roseville,2985 Center Pointe Drive,Saint Paul               ,MN,55113,US,00:00.0,00:00.0,5,133,665,YRKWQG,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,2,75,150,XWVOKG,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,2,75,150,XWXWUA,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,2,27,54,XWVOKG,NULL
Agency C,00:00.0,ZL,NATIONAL CAR RENTAL,NATIONAL CAR RENTAL,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,20,80,QYUXBP,NULL
Agency C,00:00.0,NULL,XX Hiram S Resort,XX Hiram S Resort,1580 Us Highway 1,Sebastian  Fl,FL,NULL,US,00:00.0,00:00.0,5,99,495,EAYHBP,NULL
Agency C,00:00.0,NULL,XX Hiram S Resort,XX Hiram S Resort,1580 Us Highway 1,Sebastian  Fl,FL,NULL,US,00:00.0,00:00.0,5,99,495,PVAQCM,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,14,14,UFVCYT,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,3,14,42,OPMFJK,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Lihue,HI,NULL,US,00:00.0,00:00.0,1,47,47,JSYRQO,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Kauai Resort LIH,3610 Rice St,Lihue                    ,HI,96766,US,00:00.0,00:00.0,1,199,199,JSYRQO,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Kauai Resort LIH,3610 Rice St,Lihue                    ,HI,96766,US,00:00.0,00:00.0,1,199,199,XPWNTL,NULL
Agency C,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,1,99,99,UMWOLV,NULL
Agency C,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,1,99,99,ZBFCHX,NULL
Agency C,00:00.0,ZE,HERTZ,HERTZ,NULL,Orlando,FL,NULL,US,00:00.0,00:00.0,5,38,190,PVAQCM,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,1,65,65,MEAFPB,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Layton,1803 Woodland Park Driv,Layton                   ,UT,84041,US,00:00.0,00:00.0,4,83,332,ENKGCY,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Salt Lake City,UT,NULL,US,00:00.0,00:00.0,4,33,132,ENKGCY,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,1,75,75,FEWTHJ,NULL
Agency C,00:00.0,ES,EMBASSY SUITES,ES Embassy Suites Phoenix North PHX,2577 West Greenway Road,Phoenix                  ,AZ,85023,US,00:00.0,00:00.0,6,133,798,CQGXWX,NULL
Agency C,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,1,99,99,TLGVHY,NULL
Agency C,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,1,99,99,QSMWLE,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,6,29.8333,178.9998,CQGXWX,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,1,59,59,LPSYBQ,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,1,58,58,LKGEEB,NULL
Agency C,00:00.0,IP,INNPOINTS,IP La Posada De Albuquerque,125 2nd Street NW,Albuquerque              ,NM,87102,US,00:00.0,00:00.0,5,83,415,MDJTXO,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Dulles Airport IAD,45020 Aviation Drive,Sterling                 ,VA,20166,US,00:00.0,00:00.0,1,109,109,IYEFSK,NULL
Agency C,00:00.0,WV,TRAVELCLICK,WV Alpine Lodge,4920 Dale Rd,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,1,75,75,IYEFSK,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Arlington And Towers,950 N Stafford Street,Arlington                ,VA,22203,US,00:00.0,00:00.0,4,184,736,RSYPVG,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Downtown Waterfront PDX,1401 SW Naito Parkway,Portland                 ,OR,97201,US,00:00.0,00:00.0,3,99,297,QMDOKX,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Portland,OR,NULL,US,00:00.0,00:00.0,3,11.28,33.84,QMDOKX,NULL
Agency C,00:00.0,NULL,DT Doubletree Hotel Sacramento,DT Doubletree Hotel Sacramento,2001 Point West Way,Sacramento               ,CA,95815,US,00:00.0,00:00.0,5,102,510,RFQPMW,NULL
Agency C,00:00.0,QI,QUALITY INNS,QI Quality Inn Prescott,4499 Highway 69,Prescott                 ,AZ,86301,US,00:00.0,00:00.0,14,56.99,797.86,WPMOJS,NULL
Agency C,00:00.0,ZA,PAYLESS RENT A CAR,PAYLESS RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,14,23.2857,325.9998,WPMOJS,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Sacramento,CA,NULL,US,00:00.0,00:00.0,5,36.398,181.99,RFQPMW,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Herndon Reston,315 Elden S,Herndon                  ,VA,20170,US,00:00.0,00:00.0,3,184,552,NAYRRO,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,6,33.6833,202.0998,QYNXKN,NULL
Agency C,00:00.0,ZL,NATIONAL CAR RENTAL,NATIONAL CAR RENTAL,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,2,47,94,KQRPNA,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Best Western Grandmas Feather,2358 Mendenhall Loop Road,Juneau                   ,AK,99801,US,00:00.0,00:00.0,1,119,119,QWWAKJ,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,18,18,GNMQXK,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,14,56,KSZQPJ,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,14,56,RTFHUN,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,13,39,QVQSEF,NULL
Agency C,00:00.0,BT,BTH HOTELS,BT Oxford Suites Boise BOI,1426 S Entertainment Avenue,Boise                    ,ID,83709,US,00:00.0,00:00.0,5,83,415,RFRPWN,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Best Western Kodiak,236 Rezanof W,Kodiak                   ,AK,99615,US,00:00.0,00:00.0,6,95,570,ITDIDL,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Anchorage Midtown,109 W International Airport R,Anchorage                ,AK,99518,US,00:00.0,00:00.0,1,99,99,AGLPXQ,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Herndon IAD,2200 Centerville Road,Herndon                  ,VA,20170,US,00:00.0,00:00.0,6,164,984,OBUKYT,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Metro Center,2532 W Peoria Ave,Phoenix                  ,AZ,85029,US,00:00.0,00:00.0,4,119,476,APGPDC,NULL
Agency C,00:00.0,CQ,CLUB QUARTERS,Sunshine Express Air,NULL,San Francisco,CA,NULL,US,00:00.0,00:00.0,6,189,1134,IFMXHO,NULL
Agency C,00:00.0,DT,DOUBLETREE HOTELS,DT Doubletree Alana Waikiki,1956 Ala Moana Blvd,Honolulu                 ,HI,96815,US,00:00.0,00:00.0,1,177,177,IFMXHO,NULL
Agency C,00:00.0,DT,DOUBLETREE HOTELS,DT Dtree Crystal City  DCA,300 Army Navy Dr,Arlington                ,VA,22202,US,00:00.0,00:00.0,4,99,396,MCLYVZ,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,5,35.4,177,YCMVCU,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,4,23,92,DJPMLM,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,6,21.1667,127.0002,OBUKYT,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,1,99,99,MKMDFD,NULL
Agency C,00:00.0,HY,HYATT HOTELS,HY Hyatt Regency Saipan,Po Box 5087,Saipan Mariana Is,MP,96950,MP,00:00.0,00:00.0,2,140,280,DKCLIP,NULL
Agency C,00:00.0,KC,KIMCO HOTELS,KC Monaco Philly Kimpton Htl PHL,433 Chestnut Street,Philadelphia             ,PA,19106,US,00:00.0,00:00.0,5,155,775,FURQTO,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Boise,1401 Lusk,Boise                    ,ID,83706,US,00:00.0,00:00.0,4,83,332,DJPMLM,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Roseville,1930 Taylor Road,Roseville                ,CA,95661,US,00:00.0,00:00.0,11,84,924,ZPXKSV,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott Alban ANC,3401 A Street,Anchorage                ,AK,99503,US,00:00.0,00:00.0,3,99,297,QVQSEF,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Kodiak,AK,NULL,US,00:00.0,00:00.0,6,50,300,ITDIDL,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Las Vegas,NV,NULL,US,00:00.0,00:00.0,5,24,120,ANRWJI,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Sacramento,CA,NULL,US,00:00.0,00:00.0,11,25.9982,285.9802,ZPXKSV,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Saipan,NULL,NULL,MP,00:00.0,00:00.0,2,37,74,DKCLIP,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,4,17.56,70.24,APGPDC,NULL
Agency C,00:00.0,BT,BTH HOTELS,BT Oxford Suites Boise BOI,1426 S Entertainment Avenue,Boise                    ,ID,83709,US,00:00.0,00:00.0,4,83,332,DISKID,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,1,99,99,QVZEPN,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,Residence Inn Marri,2660 E Medina Rd,Tucson                   ,AZ,85706,US,00:00.0,00:00.0,5,86,430,UNCRLI,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott Alban ANC,3401 A Street,Anchorage                ,AK,99503,US,00:00.0,00:00.0,3,99,297,VGIJWY,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,1,44.18,44.18,CBJPRI,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Tucson,AZ,NULL,US,00:00.0,00:00.0,5,26.998,134.99,UNCRLI,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,2,50,100,XFWSWG,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Country Lane Inn,9300 Glacier Hwy,Juneau                   ,AK,99801,US,00:00.0,00:00.0,2,109,218,XFWSWG,NULL
Agency C,00:00.0,CC,CLARION HOTELS,CC Clarion Hotel and Conference Ce,17 Lowe Drive,Shepherdstown            ,WV,25443,US,00:00.0,00:00.0,1,83,83,LDOLTP,NULL
Agency C,00:00.0,CC,CLARION HOTELS,CC Clarion Hotel and Conference Ce,17 Lowe Drive,Shepherdstown            ,WV,25443,US,00:00.0,00:00.0,1,83,83,LDOLTP,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton St Petersburg,333 1St Street South,Saint Petersburg         ,FL,33701,US,00:00.0,00:00.0,3,116,348,IQCSRM,NULL
Agency C,00:00.0,UZ,UNIREZ,UZ Uncle Billys Hilo Bay ITO,87 Banyan Drive,Hilo                     ,HI,96720,US,00:00.0,00:00.0,2,104,208,GPZBBW,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Suites Portland,11922 Ne Airport Way,Portland                 ,OR,97220,US,00:00.0,00:00.0,2,126,252,NIIHDP,NULL
Agency C,00:00.0,YX,SYNXIS CORPORATION,YX Larkspur Landing Sacramento,555 Howe Ave,Sacramento               ,CA,95825,US,00:00.0,00:00.0,6,102,612,GGVVPH,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,1,41,41,BKFHJK,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,1,41,41,QLRFJQ,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Portland,OR,NULL,US,00:00.0,00:00.0,5,17.484,87.42,NIIHDP,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,7,13.8314,96.8198,LDOLTP,NULL
Agency C,00:00.0,ZE,HERTZ,HERTZ,NULL,Saipan,NULL,NULL,MP,00:00.0,00:00.0,4,40,160,LZLHCS,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,2,36,72,GPZBBW,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Tampa,FL,NULL,US,00:00.0,00:00.0,2,52.5,105,IQCSRM,NULL
Agency C,00:00.0,GZ,GENARES RESV,GZ Nullagvik Hotel OTZ,308 Shore Avenue,Kotzebue                 ,AK,99752,US,00:00.0,00:00.0,4,219,876,OWNWQT,NULL
Agency C,00:00.0,UZ,UNIREZ,UZ Uncle Billys Hilo Bay ITO,87 Banyan Drive,Hilo                     ,HI,96720,US,00:00.0,00:00.0,1,104,104,PBHISZ,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,1,30.39,30.39,PBHISZ,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,1,50.76,50.76,QVBJOM,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,4,24,96,HHJLCQ,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Country Lane Inn,9300 Glacier Hwy,Juneau                   ,AK,99801,US,00:00.0,00:00.0,1,109,109,EBICBV,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Layton,1803 Woodland Park Driv,Layton                   ,UT,84041,US,00:00.0,00:00.0,4,83,332,MSOVXR,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,16,48,CQTZEI,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,4,27,108,CQTZEI,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Las Vegas,NV,NULL,US,00:00.0,00:00.0,4,26,104,CQTZEI,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,4,26,104,CQTZEI,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,San Antonio,TX,NULL,US,00:00.0,00:00.0,5,30,150,CQTZEI,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Seattle Airport,17620 Pacific Hwy So,Seattle                  ,WA,98188,US,00:00.0,00:00.0,1,152,152,EBICBV,NULL
Agency C,00:00.0,HX,HAMPTON INNS,HX Hmptn Stes Fairbanks,433 Harold Bentley Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,2,75,150,YJTMRC,NULL
Agency C,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,1,75,75,PXBZSY,NULL
Agency C,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,1,75,75,ZYTOPQ,NULL
Agency C,00:00.0,WV,TRAVELCLICK,WV Dimond Center Hotel,700 E Dimond Blvd,Anchorage                ,AK,99515,US,00:00.0,00:00.0,4,99,396,BIJGSI,NULL
Agency C,00:00.0,ZE,HERTZ,HERTZ,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,1,47,47,ZKIMDG,NULL
Agency C,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,8.34,8.34,YJTMRC,NULL
Agency C,00:00.0,AD,ADAMS MARK,ADVANTAGE,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,11,25.5718,281.2898,YZXQHY,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,13,13,YSIESX,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,13,13,QQHLBO,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza  Astor Downtown MSY,739 Canal St At Bourbon St,New Orleans              ,LA,70130,US,00:00.0,00:00.0,4,151,604,UGMAEB,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Boulder-Longmont,1410 Dry Creek Road,Longmont                 ,CO,80503,US,00:00.0,00:00.0,4,111,444,YZXQHY,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Layton,1803 Woodland Park Driv,Layton                   ,UT,84041,US,00:00.0,00:00.0,4,83,332,RMULHC,NULL
Agency C,00:00.0,ES,EMBASSY SUITES,ES Portland Airport OR,7900 Ne 82Nd Street,Portland                 ,OR,97220,US,00:00.0,00:00.0,1,126,126,OBNERV,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Las Vegas,NV,NULL,US,00:00.0,00:00.0,6,22.6667,136.0002,MKLIZU,NULL
Agency C,00:00.0,GZ,GENARES RESV,GZ Nullagvik Hotel OTZ,308 Shore Avenue,Kotzebue                 ,AK,99752,US,00:00.0,00:00.0,2,219,438,RCOKWY,NULL
Agency C,00:00.0,GZ,GENARES RESV,GZ Oxford Suites Boise BOI,1426 S Entertainment Avenue,Boise                    ,ID,83709,US,00:00.0,00:00.0,4,83,332,KQAQLU,NULL
Agency C,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Suites Omaha Downtown OMA,1314 Cuming Street,Omaha                    ,NE,68102,US,00:00.0,00:00.0,4,100,400,EOTSTQ,NULL
Agency C,00:00.0,HX,HAMPTON INNS,HX Hampton Ste New Orleans Elmwd MSY,5150 Mounes Street,New Orleans              ,LA,70123,US,00:00.0,00:00.0,4,151,604,NACPYM,NULL
Agency C,00:00.0,LM,LEXINGTON MGNT CORP.,LM Melrose Hotel-Washington DC,2430 Pennsylvania Ave NW,Washington               ,DC,20037,US,00:00.0,00:00.0,4,184,736,VOTONP,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Pinnacle Downtown,1128 Hastings Street W,Vancouver,BC,V6E4RF,CA,00:00.0,00:00.0,5,149.22,746.1,KRLDGE,NULL
Agency C,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,1,99,99,MBAZZQ,NULL
Agency C,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,3,99,297,SNGRJO,NULL
Agency C,00:00.0,TO,TOWNPLACE SUITES,TO Towneplace Stes Marriott Arpt TUS,6595 S Bay Colony Drive,Tucson                   ,AZ,85756,US,00:00.0,00:00.0,5,86,430,ZKYIKH,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,1,75,75,AQDKIG,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,1,75,75,BBISSO,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,1,75,75,OUUDRF,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,2,75,150,XRUWXE,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott University A,4050 University Lake Dr,Anchorage                ,AK,99508,US,00:00.0,00:00.0,4,99,396,HDKHJB,NULL
Agency C,00:00.0,YX,SYNXIS CORPORATION,YX Tropicana Resort And Casino,3801 Las Vegas Blvd South,Las Vegas                ,NV,89109,US,00:00.0,00:00.0,6,92,552,MKLIZU,NULL
Agency C,00:00.0,YX,SYNXIS CORPORATION,YX Tropicana Resort And Casino,3801 Las Vegas Blvd South,Las Vegas                ,NV,89109,US,00:00.0,00:00.0,9,92,828,JEDJKU,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,New Orleans,LA,NULL,US,00:00.0,00:00.0,4,56.635,226.54,UGMAEB,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,5,24,120,HYGRAC,NULL
Agency C,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,3,24.55,73.65,IBCZOI,NULL
Agency C,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,26,36.5842,951.1892,QYKXUB,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Best Western Plus Henderson LAS,1553 North Boulder Highway,Henderson                ,NV,89011,US,00:00.0,00:00.0,3,69,207,HGDAII,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,39,39,FADZVF,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Pinnacle Downtown,1128 Hastings Street W,Vancouver,BC,V6E4RF,CA,00:00.0,00:00.0,5,145.02,725.1,KRLDGE,NULL
Agency C,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,1,75,75,FADZVF,NULL
Agency C,00:00.0,WV,TRAVELCLICK,WV Sophie Station Hotel,1717 University Ave,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,2,75,150,VFMLCM,NULL
Agency C,00:00.0,WV,TRAVELCLICK,WV Sophie Station Hotel,1717 University Ave,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,1,75,75,WFNJUX,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,1,75,75,KOYQYE,NULL
