Agency,Reservation_Date,Hotel_Chain_Code,Hotel_Chain_Name,Hotel_Property_Name,Hotel_Address,Hotel_City_Name,Hotel_State,Hotel_Zip_Code,Hotel_Country_Code,Check_In_Date,Check_Out_Date,Number_of_Room_Nights,Daily_Rate,Total_Spend,GDS_Record_Locator,Online_Booking_Indicator
Agency A,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Express Anchorage,4411 Spenard Road,Anchorage                ,AK,99517,US,00:00.0,00:00.0,1,99,99,QPUNCB,NULL
Agency A,00:00.0,HX,HAMPTON INNS,HX Hampton Inn Stes Miami ARPT S,777 Nw 57Th Ave,Miami                    ,FL,33126,US,00:00.0,00:00.0,1,125,125,BEAAHP,NULL
Agency A,00:00.0,LQ,LA QUINTA INN AND SUITES,La Quinta Miami Air,3501 Nw Le Jeune Road,Miami                    ,FL,33142,US,00:00.0,00:00.0,1,85,85,BEAAHP,NULL
Agency A,00:00.0,OZ,SUPER 8,OZ Super 8 Ketchikan AK,2151 Sea Level Dr,Ketchikan                ,AK,99901-6071,US,00:00.0,00:00.0,2,89.89,179.78,KAKIIL,NULL
Agency A,00:00.0,OZ,SUPER 8,OZ Super 8 Ketchikan AK,2151 Sea Level Dr,Ketchikan                ,AK,99901-6071,US,00:00.0,00:00.0,2,89.89,179.78,TLSDPU,NULL
Agency A,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Boise,1401 Lusk,Boise                    ,ID,83706,US,00:00.0,00:00.0,5,83,415,TFUFHS,NULL
Agency A,00:00.0,RD,RADISSON HOTELS,RD Radisson Gateway Seattle Air,18118 International Blvd,Seattle                  ,WA,98188,US,00:00.0,00:00.0,1,139,139,RXRACZ,NULL
Agency A,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Ketchikan,AK,NULL,US,00:00.0,00:00.0,2,75,150,TLSDPU,NULL
Agency A,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,14,14,196,ADQTXB,NULL
Agency A,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,10,7.714,77.14,SQCTYX,NULL
Agency A,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,68,68,QGQWOR,NULL
Agency A,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Suites  Anchorage AK,140 West Tudor Rd,Anchorage                ,AK,99503,US,00:00.0,00:00.0,2,99,198,GFBQSQ,NULL
Agency A,00:00.0,WV,TRAVELCLICK,WV Long House Bethel Hotel,751 3Rd Ave,Bethel                   ,AK,99559,US,00:00.0,00:00.0,2,169,338,ZRVRBX,NULL
Agency A,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,4,75,300,KGGMCD,NULL
Agency A,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott Alban ANC,3401 A Street,Anchorage                ,AK,99503,US,00:00.0,00:00.0,10,99,990,SQCTYX,NULL
Agency A,00:00.0,SC,SCEPTRE HOSPITALITY SVCS                ,PIKES WATERFRONT LODGE,1850 HOSELTON RD.,FAIRBANKS,AK,NULL,US,00:00.0,00:00.0,1,75,75,GORUBJ,N
Agency A,00:00.0,SC,SCEPTRE HOSPITALITY SVCS                ,PIKES WATERFRONT LODGE,1850 HOSELTON RD.,FAIRBANKS,AK,NULL,US,00:00.0,00:00.0,2,75,150,GORUBJ,N
Agency A,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,9,18,XJYSFP,NULL
Agency A,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,9,27,MJQEWE,NULL
Agency A,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,9,9,FEJYVF,NULL
Agency A,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,9,9,DBPVHL,NULL
Agency A,00:00.0,CY,COURTYARD BY MARRIOTT                   ,COURTYARD DENVER WEST,14700 W. 6TH AVE.,DENVER,CO,NULL,US,00:00.0,00:00.0,11,129.95,1429.45,SQKXIZ,N
Agency A,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Kauai Resort LIH,3610 Rice St,Lihue                    ,HI,96766,US,00:00.0,00:00.0,1,243,243,IZNZJW,NULL
Agency A,00:00.0,OR,OUTRIGGER HOTELS,OR Ala Moana Hotel,410 Atkinson Dr,Honolulu                 ,HI,96814,US,00:00.0,00:00.0,6,169,1014,SDBWMQ,NULL
Agency A,00:00.0,QI,QUALITY INNS,QI Quality Suites Near Convention ANC,325 W 8Th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,1,99,99,FEJYVF,NULL
Agency A,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Iad Ap,45250 Monterey Place,Sterling                 ,VA,20166,US,00:00.0,00:00.0,1,89,89,EEVNUB,NULL
Agency A,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Iad Ap,45250 Monterey Place,Sterling                 ,VA,20166,US,00:00.0,00:00.0,1,89,89,EEVNUB,NULL
Agency A,00:00.0,SC,SCEPTRE HOSPITALITY SVCS                ,PIKES WATERFRONT LODGE,1850 HOSELTON RD,FAIRBANKS,AK,NULL,US,00:00.0,00:00.0,2,75,150,ZWBUHT,N
Agency A,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott University A,4050 University Lake Dr,Anchorage                ,AK,99508,US,00:00.0,00:00.0,3,99,297,MFPCTU,NULL
Agency A,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott University A,4050 University Lake Dr,Anchorage                ,AK,99508,US,00:00.0,00:00.0,1,99,99,XJYSFP,NULL
Agency A,00:00.0,XX,INDEPENDENT HOTELS                      ,LONG HOUSE BETHEL,751 3RD AVE,BETHEL,AK,NULL,US,00:00.0,00:00.0,3,169,507,CQMWKQ,N
Agency A,00:00.0,NULL,Nugget Inn,Nugget Inn,NULL,Nome,AK,NULL,US,00:00.0,00:00.0,1,110,110,ACJMWH,NULL
Agency A,00:00.0,NULL,XX Thai Inn,XX Thai Inn,NULL,Dillingham,AK,99999,US,00:00.0,00:00.0,4,150,600,ADDGAQ,NULL
Agency A,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,9,36,RJUIJV,NULL
Agency A,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,9,27,DRMQNN,NULL
Agency A,00:00.0,CQ,CLUB QUARTERS,Sunshine Express Air,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,3,184,552,ZLUOBU,NULL
Agency A,00:00.0,CQ,CLUB QUARTERS,Sunshine Express Air,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,3,184,552,ZLUOBU,NULL
Agency A,00:00.0,HY,HYATT HOTELS,HY Hyatt Dulles at Dulles International,2300 Dulles Corner Blvd,Herndon                  ,VA,20171,US,00:00.0,00:00.0,1,119,119,GQHHSX,NULL
Agency A,00:00.0,RL,RED LION HOTELS,RL Red Lion on Fifth Avenue,1415 Fifth Avenue,Seattle                  ,WA,98101,US,00:00.0,00:00.0,3,152,456,BXCKOG,NULL
Agency B,00:00.0,RL,RED LION HOTELS,RL Red Lion Parkcenter Suites,424 E Parkcenter Blvd,Boise                    ,ID,83706,US,00:00.0,00:00.0,4,83,332,YXBHRK,NULL
Agency B,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,3,75,225,IQOWYZ,NULL
Agency B,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,2,75,150,VCETBN,NULL
Agency B,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,2,75,150,DXLLLC,NULL
Agency B,00:00.0,VE,VANTIS HOTELS,VE Aurora Inn Executive Suite,320 E Front Street,Nome                     ,AK,99762,US,00:00.0,00:00.0,3,155,465,LKYDPX,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Dimond Center Hotel,700 E Dimond Blvd,Anchorage                ,AK,99515,US,00:00.0,00:00.0,5,99,495,NASNWB,NULL
Agency B,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott Alban ANC,3401 A Street,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,RJUIJV,NULL
Agency B,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott Alban ANC,3401 A Street,Anchorage                ,AK,99503,US,00:00.0,00:00.0,3,99,297,DRMQNN,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,4,25.2,100.8,OQYBCQ,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,4,16,64,YXBHRK,NULL
Agency B,00:00.0,NULL,HX Hampton Inn Herndon Re,HX Hampton Inn Herndon Re,435 Herndon Parkway,Herndon                  ,VA,20170,US,00:00.0,00:00.0,4,169,676,TRJPMB,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,91,91,IRPOQC,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Lihue,HI,NULL,US,00:00.0,00:00.0,2,9,18,OCALFP,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,4,16,64,HWGNAQ,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,4,14,56,TRJPMB,NULL
Agency B,00:00.0,HL,HILTON INTERNATIONAL,HL Hilton Guam Resort and Spa,San Vitores Road,Tumon Bay,NULL,96931,GU,00:00.0,00:00.0,5,180,900,JUVNGG,NULL
Agency B,00:00.0,HL,HILTON INTERNATIONAL,HL Hilton Guam Resort and Spa,San Vitores Road,Tumon Bay,NULL,96931,GU,00:00.0,00:00.0,5,180,900,LZXMSZ,NULL
Agency B,00:00.0,HY,HYATT HOTELS,HY Hyatt Dulles at Dulles International,2300 Dulles Corner Blvd,Herndon                  ,VA,20171,US,00:00.0,00:00.0,1,119,119,GQHHSX,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Kauai Resort LIH,3610 Rice St,Lihue                    ,HI,96766,US,00:00.0,00:00.0,1,243,243,DBNUWN,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Kauai Resort LIH,3610 Rice St,Lihue                    ,HI,96766,US,00:00.0,00:00.0,1,243,243,DZDPLH,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Kauai Resort LIH,3610 Rice St,Lihue                    ,HI,96766,US,00:00.0,00:00.0,2,243,486,OCALFP,NULL
Agency B,00:00.0,QU,QUALITY INNS,QU Maui Beach Hotel OGG,170 Kaahumanu Avenue,Kahului                  ,HI,96732,US,00:00.0,00:00.0,4,90,360,PVEOJW,NULL
Agency B,00:00.0,YX,SYNXIS CORPORATION,YX L Enfant Plaza DC,480 L Enfant Plaza SW,Washington               ,DC,20024,US,00:00.0,00:00.0,4,184,736,VJNAYG,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,1,16,16,GZQNHL,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT                   ,COURTYARD ANCHORAGE,4901 SPENARD RD.,ANCHORAGE,AK,NULL,US,00:00.0,00:00.0,1,99,99,GORUBJ,N
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,4,16,64,HWGNAQ,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Exp Stes Historic ABQ,2300 12Th Street Nw,Albuquerque              ,NM,87104,US,00:00.0,00:00.0,3,83,249,RQFTMC,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Exp Stes Midtown ABQ,2500 Menaul Boulevard Ne,Albuquerque              ,NM,87107,US,00:00.0,00:00.0,3,83,249,PUQDKU,NULL
Agency B,00:00.0,SI,SHERATON HOTELS,SI Sheraton Denver West Hotel,360 Union Blvd,Denver                   ,CO,80228,US,00:00.0,00:00.0,3,149,447,FIXJHV,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,3,21.44,64.32,FIXJHV,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,9,27,SWZCHL,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,9,9,NKDCHU,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,2,43,86,KRRDUC,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,2,49,98,NPSNFN,NULL
Agency B,00:00.0,DT,DOUBLETREE HOTELS,DT Doubletree Club Boise,475 W Park Center Blvd,Boise                    ,ID,83706,US,00:00.0,00:00.0,7,83,581,QKPXOU,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Albuquerque,NM,NULL,US,00:00.0,00:00.0,3,15,45,ZGDMJG,NULL
Agency B,00:00.0,HL,HILTON INTERNATIONAL,HL Hilton Guam Resort and Spa,San Vitores Road,Tumon Bay,NULL,96931,GU,00:00.0,00:00.0,4,174.275,697.1,FTTNZO,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Anchorage Dtwn,820 W 7Th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,4,99,396,RYTXIW,NULL
Agency B,00:00.0,PS,SANDMAN HOTELS,PS Sandman Hotel Penticton,939 Burnaby Avenue West,Penticton,BC,V2A1G7,CA,00:00.0,00:00.0,6,99.56,597.36,QKPXOU,NULL
Agency B,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Fairbanks Princess Hotel,4477 Pikes Landing Road,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,2,69,138,MGUMUD,NULL
Agency B,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,2,75,150,KRRDUC,NULL
Agency B,00:00.0,UZ,UNIREZ,UZ Goldbelt Hotel Juneau,51 East Egan Dr,Juneau                   ,AK,99801,US,00:00.0,00:00.0,2,135,270,PLYMMI,NULL
Agency B,00:00.0,UZ,UNIREZ,UZ Goldbelt Hotel Juneau,51 East Egan Dr,Juneau                   ,AK,99801,US,00:00.0,00:00.0,2,135,270,SXEUUB,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,7,20.8571,145.9997,QKPXOU,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,4,32,128,FTTNZO,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,9,36,ZGMKUW,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,9,18,QZBVYX,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Nullagvik Hotel OTZ,308 Shore Avenue,Kotzebue                 ,AK,99752,US,00:00.0,00:00.0,1,259,259,ENLAFU,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Express Hwy 50 Jct TVL,3961 Lake Tahoe Blvd,South Lake Tahoe         ,CA,96150,US,00:00.0,00:00.0,5,109,545,YKWOTD,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Anchorage Dtwn,820 W 7Th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,FLEJVQ,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott SFO Dwntn,55 Fourth St,San Francisco            ,CA,94103,US,00:00.0,00:00.0,6,164.5,987,LLTCIB,NULL
Agency B,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,QZBVYX,NULL
Agency B,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,4,75,300,HGDIYZ,NULL
Agency B,00:00.0,YX,SYNXIS CORPORATION,YX Juneau Hotel JNU,1200 W 9Th Street,Juneau                   ,AK,99801,US,00:00.0,00:00.0,3,109,327,BARCTN,NULL
Agency B,00:00.0,ZE,HERTZ,HERTZ,NULL,Reno,NV,NULL,US,00:00.0,00:00.0,5,14.694,73.47,YKWOTD,NULL
Agency B,00:00.0,NULL,Nugget Inn,Nugget Inn,NULL,Nome,AK,NULL,US,00:00.0,00:00.0,1,110,110,ZTNKBL,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,9,18,HOPDJA,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,9,36,HWCQMK,NULL
Agency B,00:00.0,CC,CLARION HOTELS,CC Clarion Hotel Seattle,3000 S 176Th St,Seattle                  ,WA,98188,US,00:00.0,00:00.0,3,77,231,CCFFPM,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Downtown Marriott BFI,612 2Nd Ave,Seattle                  ,WA,98104,US,00:00.0,00:00.0,4,152,608,TLSUPF,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,4,14,56,ZLBABM,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,4,139,556,DPGDKO,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,4,139,556,QGNBIX,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,4,139,556,QGQPZY,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,4,139,556,QJTLTX,NULL
Agency B,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Ste by Hilton Energy IAH,14450 Park Row Blvd,Houston                  ,TX,77084,US,00:00.0,00:00.0,7,109,763,QCFRSN,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Lafayette and Towers LFT,1521 West Pinhook Rd,Lafayette                ,LA,70508,US,00:00.0,00:00.0,4,85,340,QCFRSN,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Washington Dulles Arpt,13869 Park Center Road,Herndon                  ,VA,20171,US,00:00.0,00:00.0,4,169,676,ZLBABM,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Express Anchorage,4411 Spenard Road,Anchorage                ,AK,99517,US,00:00.0,00:00.0,2,99,198,HOPDJA,NULL
Agency B,00:00.0,HL,HILTON INTERNATIONAL,HL Hilton Guam Resort and Spa,San Vitores Road,Tumon Bay,NULL,96931,GU,00:00.0,00:00.0,1,134,134,VGRZPO,NULL
Agency B,00:00.0,HL,HILTON INTERNATIONAL,HL Hilton Guam Resort and Spa,San Vitores Road,Tumon Bay,NULL,96931,GU,00:00.0,00:00.0,3,159,477,SPONMD,NULL
Agency B,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,4,99,396,HWCQMK,NULL
Agency B,00:00.0,WM,WESTMARK HOTELS,WM Westmark Sitka,330 Seward St,Sitka                    ,AK,99835,US,00:00.0,00:00.0,3,99,297,PTNSLU,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Fiesta Resort and Spa Saipan SPN,Coral Tree Avenue,Saipan,FM,96950,MP,00:00.0,00:00.0,6,120,720,SPONMD,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,3,41,123,SPONMD,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Houston,TX,NULL,US,00:00.0,00:00.0,11,12.22,134.42,QCFRSN,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Pago Pago,NULL,NULL,AS,00:00.0,00:00.0,4,88.11,352.44,QGNBIX,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Pago Pago,NULL,NULL,AS,00:00.0,00:00.0,4,88.11,352.44,QGQPZY,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Saipan,NULL,NULL,MP,00:00.0,00:00.0,6,39.9683,239.8098,SPONMD,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Sitka,AK,NULL,US,00:00.0,00:00.0,3,94,282,PTNSLU,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,1,47,47,WSAOGF,NULL
Agency B,00:00.0,ES,EMBASSY SUITES,ES Portland Downtown OR,319 SW Pine St,Portland                 ,OR,97204-2726,US,00:00.0,00:00.0,3,113,339,RDRFNG,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,4,139,556,EQNRLS,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,4,139,556,EQVVJI,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,4,139,556,QJMUJN,NULL
Agency B,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Ste Phoenix Metro Ctr,2536 Beryl Ave,Phoenix                  ,AZ,85021,US,00:00.0,00:00.0,4,79,316,UVMNDU,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Express,728 Sixteenth Street,Sacramento               ,CA,95814,US,00:00.0,00:00.0,3,99,297,GVQHOA,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Express Anchorage,4411 Spenard Road,Anchorage                ,AK,99517,US,00:00.0,00:00.0,1,99,99,NSSNRB,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,1,45.59,45.59,HKQRHV,NULL
Agency B,00:00.0,ZE,HERTZ,HERTZ,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,1,40,40,HOAQPD,NULL
Agency B,00:00.0,NULL,HX Hampton Inn Herndon Re,HX Hampton Inn Herndon Re,435 Herndon Parkway,Herndon                  ,VA,20170,US,00:00.0,00:00.0,2,169,338,PMQLON,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,9,27,XYCHPE,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,9,9,EDRRSV,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,2,11,22,PMQLON,NULL
Agency B,00:00.0,HY,HYATT HOTELS,HY Hyatt Place Herndon Dulles East,13711 Sayward Blvd,Herndon                  ,VA,20171,US,00:00.0,00:00.0,3,108,324,YRQZDH,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Kauai Resort LIH,3610 Rice St,Lihue                    ,HI,96766,US,00:00.0,00:00.0,2,243,486,HMKARR,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Kauai Resort LIH,3610 Rice St,Lihue                    ,HI,96766,US,00:00.0,00:00.0,2,343,686,OOLDAF,NULL
Agency B,00:00.0,VE,VANTIS HOTELS,VE Hilo Seaside,126 Banyon Way,Hilo                     ,HI,96720,US,00:00.0,00:00.0,3,119,357,NXGJEA,NULL
Agency B,00:00.0,VE,VANTIS HOTELS,VE Hilo Seaside,126 Banyon Way,Hilo                     ,HI,96720,US,00:00.0,00:00.0,3,119,357,UAVWZU,NULL
Agency B,00:00.0,XL,SUMMIT INTERNATIONAL,XL Peppermill Resort Spa Casino RNO,2707 S Virginia St,Reno                     ,NV,89502,US,00:00.0,00:00.0,6,93,558,NSYJRH,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,25,25,GHCUNV,NULL
Agency B,00:00.0,ZE,HERTZ,HERTZ,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,1,24.02,24.02,RZGSTR,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Lihue,HI,NULL,US,00:00.0,00:00.0,2,65,130,HMKARR,NULL
Agency B,00:00.0,NULL,Zz Indiana Memorial Uni,Zz Indiana Memorial Uni,Unknown,Bloomington,IN,NULL,US,00:00.0,00:00.0,4,102,408,MCDYJZ,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,10,30,BZFFND,NULL
Agency B,00:00.0,BW,BEST WESTERN INTL,BW Best Western Pahrum Station LAS,1101 South Highway 160,Pahrump                  ,NV,89048,US,00:00.0,00:00.0,1,89.99,89.99,AFPJDP,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Anchorage Marriott ANC,4901 Spenard Road,Anchorage                ,AK,99517-3295,US,00:00.0,00:00.0,1,99,99,MCDYJZ,NULL
