VENDOR_DUNS_NUMBER,FISCAL_YEAR,COUNT(1),SUM(TOTAL_OBLIGATED_AMOUNT)
132155024,2014,2,12873.55
610708856,2014,22,186524.21
6291421,2014,6,9160
121651434,2014,2,22059.66
805428414,2014,2,11860
82866310,2014,2,296167.13
142325260,2014,1,2100
850525070,2014,10,365334
362441052,2014,42,142169
2592632,2014,3,6225.5
830111014,2014,3,308683
167297402,2014,13,102431.3
56481716,2014,60,1124388.39
799909465,2014,18,311999.39
854967853,2014,2,96582.92
147919864,2014,3,6858.8
1053982,2014,21,332261.82
967257176,2014,8,305404.75
853767353,2014,1,4320
556637366,2014,2,206192.59
8487209,2014,15,160132.32
41094181,2014,1,0
879149383,2014,3,49299.09
831459230,2014,2,7430.33
867041782,2014,2,986.5
808972442,2014,7,55754.02
166976787,2014,1,40000
618004584,2014,12,4499921
20569067,2014,28,286599.5
61784042,2014,6,210375
197629897,2014,1,7681
876638446,2014,2,57000
29754293,2014,1,20026000
961681496,2014,4,54486.63
157774811,2014,23,559987.08
100080998,2014,8,4198243.79
805691628,2014,2,775
70029632,2014,1,7158.5
59651638,2014,12,193363.2
5169479,2014,20,324124.94
708026331,2014,8,19665.2
61447887,2014,14,531721.03
33546958,2014,42,861719.75
1749022,2014,1,21579.05
21386263,2014,1,70000
794219345,2014,8,45746
90684168,2014,13,205322.92
534751453,2014,12,1236299.2
49307705,2014,6,53041.34
113423672,2014,24,7127702.27
151924383,2014,3,18392.75
603570420,2014,36,3589
796732225,2014,20,1249710.1
148490535,2014,18,343428.17
103066833,2014,4,203663.55
78874980,2014,1,164928
808473255,2014,7,48254.29
58861659,2014,1,926016
806502816,2014,16,4977137.88
831058974,2014,1,5605
122278703,2014,5,93336.2
878063544,2014,3,16185.98
144735037,2014,1,21000
71898803,2014,8,159874.7
795661925,2014,18,386747.62
966991346,2014,10,786612.8
9596581,2014,1,31910
855020186,2014,5,8836667.52
320073380,2014,10,491451.33
78350154,2014,8,263964.12
556250392,2014,1,16500
86673175,2014,45,1143421.8
198988693,2014,18,185778.78
198957719,2014,34,4659258.67
60741840,2014,24,340924.73
38395525,2014,1,499714
6413348,2014,19,46974967.07
809067007,2014,1,7325
40199572,2014,18,134063.12
603173733,2014,7,112792
166734228,2014,14,665111.54
3910573,2014,1,3499.8
145368465,2014,1,10000
138919753,2014,8,308205.67
831414805,2014,1,10385
793029489,2014,15,3733337.16
783879661,2014,14,362106.83
89401640,2014,11,191616.59
188855373,2014,6,276557.5
16145323,2014,13,113744.91
7979842,2014,8,792211.5
147581557,2014,25,264306
832655232,2014,20,1039820.26
740963731,2014,16,578699.58
178420634,2014,9,456584.46
47626189,2014,2,57541
184769904,2014,3,23580.13
95512708,2014,6,1410439.18
78550339,2014,1,13839.9
12026736,2014,1,99600
622782832,2014,2,1564700.46
938415650,2014,4,40751.02
963631556,2014,1,12697
10929029,2014,21,7876970
79500670,2014,1,3398
139131622,2014,1,56271
75952093,2014,1,44800
52676751,2014,2,43842.5
81264160,2014,7,570209.17
807878728,2014,20,10421007.29
118099373,2014,6,41756.82
826224110,2014,1,5920
5093901,2014,17,627054.28
63954135,2014,15,168374.64
7024185,2014,1,12779
786808394,2014,8,54812.55
79419691,2014,1,180000
800774437,2014,12,136135235
9477605,2014,1,42098
61990008,2014,1,26679.99
41205303,2014,2,25426.56
790975697,2014,27,13790155.07
806722435,2014,7,111965.04
9011156,2014,4,53511.38
116191875,2014,12,14137922.1
346570182,2014,5,87889.04
614877830,2014,10,3005775
146562652,2014,1,12645
60216165,2014,9,104194.81
838693273,2014,2,2359.95
858711567,2014,1,49998
962707022,2014,3,73450
89500636,2014,39,1486044.42
8173585,2014,7,34195.14
794098199,2014,25,749196
193704442,2014,51,1096484.62
116933818,2014,7,267982.44
5381660,2014,24,16452321.74
197524551,2014,51,78775.05
36127665,2014,10,119352.5
23576820,2014,2,10030
798824918,2014,7,96127.19
78720555,2014,26,3632373.28
552650012,2014,1,5250
81509838,2014,31,56676489.28
150654457,2014,1,7514.88
967822268,2014,5,333000
171130586,2014,1,10800
18912295,2014,4,176335.2
16636867,2014,3,23527
186899324,2014,3,104826.67
804660942,2014,9,289672
135726219,2014,6,101160
78514394,2014,1,13455.59
621649222,2014,6,318427
5063065,2014,1,30000
807743146,2014,3,23674.96
3639254,2014,3,185342
859254336,2014,2,2993445
138236281,2014,2,0
621637628,2014,1,24052.5
161854054,2014,6,43819.66
364208025,2014,5,906637.56
627862626,2014,7,2500
112569116,2014,3,16567.47
62273289,2014,7,1275592
602764029,2014,1,1050000
694721536,2014,18,80837.85
602400454,2014,2,10798.52
787724772,2014,22,89694.7
780020012,2014,21,230249.93
135105430,2014,1,18000
66592239,2014,8,91836.98
124390209,2014,5,88095.5
602626004,2014,1,0
186606794,2014,1,64574.75
6005292,2014,1,3749.02
6398168,2014,10,285269.44
30897588,2014,2,25340.97
2003375,2014,3,845065.58
191665814,2014,2,250000
158414867,2014,1,48385
829056907,2014,1,44345
8109001,2014,3,22173.7
644838612,2014,3,19275.45
966646858,2014,10,143620.05
605345461,2014,2,100750.15
943791715,2014,2,63793.54
179877568,2014,1,28259.06
55964048,2014,4,596945
11144115,2014,1,9960
836400267,2014,6,68564
832914803,2014,14,190475
47635388,2014,32,418887.92
68252795,2014,2,53050
803684174,2014,1,30020
163550390,2014,1,5500
19807853,2014,29,123044.39
130761807,2014,2,13600
366717648,2014,2,19021.2
965457120,2014,3,47014.88
809100498,2014,3,299385.3
260867608,2014,7,85400
41283268,2014,5,1041433.59
29951092,2014,17,372451.71
45225649,2014,1,3486
185567257,2014,5,119762
188922111,2014,5,35082
39044037,2014,36,18430402.87
967917704,2014,6,2655598.74
185444072,2014,3,6600253.5
7508120,2014,3,34086
29308145,2014,5,37648.72
173570180,2014,35,1935160.15
72296507,2014,35,23144874.48
798805656,2014,15,826748.4
156199346,2014,9,232079.57
828652755,2014,10,65140.65
844712278,2014,2,20000
557800126,2014,7,296611.37
940855224,2014,31,394080.4
88368696,2014,7,45290
44167104,2014,1,3995
67010199,2014,10,161926.11
967329934,2014,1,80209.88
40177201,2014,5,284826
38781286,2014,1,16150
67416727,2014,3,71180.74
8000168,2014,4,87014.75
961654642,2014,7,57970
119702983,2014,11,106502.91
797928496,2014,3,95000.5
3782133,2014,1,7060
831200360,2014,4,125829.01
625886952,2014,40,9597442.95
194278958,2014,42,4196381.38
184033744,2014,14,2893990.77
27065585,2014,20,126114.31
141083878,2014,24,10425
153416578,2014,23,9420612.16
830531062,2014,2,8500
78287675,2014,2,22758
938807005,2014,1,3900
22900001,2014,1,6698.88
668905284,2014,3,7231.5
840176551,2014,3,34958
341108334,2014,43,433566.99
71179246,2014,4,160180
795021968,2014,3,2489569.79
3096757,2014,2,44702
39278270,2014,2,127656.88
53062139,2014,15,132170.69
962049362,2014,10,1194211.58
830991832,2014,6,53180.36
847299914,2014,4,120306.77
47312835,2014,2,1410265.08
16700718,2014,18,2992121.96
62945498,2014,1,0
69420920,2014,3,26318.41
23129385,2014,9,36325.75
32922523,2014,5,66950
966418407,2014,5,111384.09
878203033,2014,5,563604.85
60404816,2014,1,34488
36853232,2014,8,101825
616400479,2014,5,1484891.62
34577203,2014,7,215221.07
826929817,2014,19,81027929.73
696253459,2014,3,502181.12
37091154,2014,42,280163.58
6902704,2014,4,3281735
96837026,2014,1,23643.84
192523780,2014,2,20865
38696884,2014,9,129545.32
828366604,2014,15,26501296.94
70107206,2014,4,515478.04
133847397,2014,1,440000
961746620,2014,3,36879836.81
202958468,2014,2,31200
9564030,2014,9,72513.72
626391841,2014,42,574075.66
780110151,2014,2,268216
430344413,2014,1,91403
867939415,2014,2,10410.99
789570590,2014,1,7326.42
83061965,2014,4,140655
93598548,2014,12,6214806.58
806595047,2014,6,10826449.56
50527675,2014,3,779262
613575745,2014,12,76630
969430784,2014,18,140769.87
68515006,2014,32,635454.66
878055151,2014,3,25046.91
962942996,2014,6,1138416
143992878,2014,4,10000
22100119,2014,32,684071.52
613655802,2014,1,14847
534706655,2014,2,20586.16
79277848,2014,4,12000
112363028,2014,33,429000.35
796498335,2014,1,6792.5
50989417,2014,1,57993
828898465,2014,25,3305869.4
688731023,2014,1,1040.95
824905723,2014,21,215999
604264119,2014,20,3315190.42
78483015,2014,1,1671.5
829769186,2014,8,108645.48
75481978,2014,1,40908.6
90673658,2014,8,676421.97
183124197,2014,6,118155
833926728,2014,37,1798255.61
178802679,2014,32,7154379.48
6000475,2014,3,125324
876383969,2014,20,1192245.79
139627525,2014,29,146379899
125200837,2014,6,1549674.74
39420901,2014,42,3922676.01
84190594,2014,13,14572102.17
37204125,2014,4,38822432.74
795363100,2014,3,1111897.29
159824168,2014,15,6013063.65
961846417,2014,9,1450715.29
829763395,2014,31,1172868.9
81927092,2014,1,10348.4
107336836,2014,1,132835
961530545,2014,65,69924613.6
826399206,2014,5,1064301.05
39196121,2014,1,65113
64863657,2014,2,49975
181254913,2014,2,164633.8
883385841,2014,6,49821.2
178153359,2014,1,28652
969331193,2014,1,149600
3162310,2014,18,94817.31
165426797,2014,1,13645
964432418,2014,4,12164314.63
136100422,2014,7,75667.52
780455338,2014,7,47782
74090069,2014,22,173088.85
52118655,2014,2,3126.93
691556914,2014,23,3214342.67
60575021,2014,2,13600
82896239,2014,1,0
148368194,2014,6,717064
78749894,2014,1,0
73482197,2014,18,13059705.53
168260610,2014,5,68785
28044175,2014,4,65432.56
825178606,2014,13,1435619.21
173268442,2014,2,21443
78818735,2014,1,14685
607542508,2014,1,239406.08
52947694,2014,7,142885.35
15503298,2014,3,9900
19481464,2014,2,23228.86
808688923,2014,4,116488
64547870,2014,12,1164031.55
961753733,2014,11,376426.99
804895170,2014,4,191056.01
40355203,2014,4,72825.16
967279910,2014,33,165076.54
20613836,2014,1,5660
961896433,2014,3,23900.92
78744602,2014,4,27200
44446102,2014,2,67488
855020810,2014,13,175988.22
61635082,2014,8,243158.51
131631947,2014,14,3747059
555696884,2014,3,264331.6
14269265,2014,15,13865709.04
808695340,2014,10,1221016.75
964966456,2014,7,110065.56
804355790,2014,43,11577480.72
98446479,2014,5,839361
961424017,2014,2,86208.88
83654913,2014,5,125457.27
50629351,2014,41,170548.33
809980993,2014,73,3907508.04
78571357,2014,18,111534
160812439,2014,2,39999.84
835498064,2014,14,636588.75
830223991,2014,13,70029.72
842825957,2014,14,295328.82
825385656,2014,4,84984
119218741,2014,5,767760.05
809875263,2014,5,20213.67
35734995,2014,5,453376.72
101911258,2014,15,768256.34
93449924,2014,8,189855.66
829975270,2014,23,708208.75
968911789,2014,1,1530
22168157,2014,1,41004.3
101379241,2014,4,80396.66
119104073,2014,1,43602.27
871486528,2014,26,753517.01
78524702,2014,2,175706
95934394,2014,13,457409.31
828961644,2014,1,25300
74760492,2014,1,99567.42
139404201,2014,1,6800
830031451,2014,2,2700
61407078,2014,2,56318
16540432,2014,15,7540
829320329,2014,3,19192.44
31827439,2014,2,56218
962625013,2014,3,20000
147373760,2014,6,100836.57
127108780,2014,6,23230.37
142035497,2014,2,8219.4
54946025,2014,7,109765.27
966670254,2014,3,2769272.55
21873740,2014,21,5224434.08
3185758,2014,12,3136494.35
42169961,2014,7,206313.87
91907381,2014,1,7000
608557534,2014,4,38234
34051008,2014,10,25461.74
185493145,2014,15,3034993.08
40515553,2014,2,34880
38864492,2014,4,50488
832824382,2014,7,53652.78
152118514,2014,23,188054.5
825342319,2014,3,93894.72
828267703,2014,1,33435.6
827153714,2014,9,23700876.59
137402470,2014,2,73045.21
83830542,2014,2,241098.9
809935679,2014,8,325501
964999205,2014,6,14600
827620308,2014,18,1814784.41
537627499,2014,4,56920.81
831199042,2014,7,4378255
78524117,2014,18,231316
58796855,2014,11,358965
180046161,2014,12,340269
179333984,2014,10,246463.75
21551833,2014,2,16827.12
135836646,2014,4,21446316
120826797,2014,1,31291
175732445,2014,14,2311672
848800157,2014,1,6595
83232389,2014,2,57126
364637918,2014,15,95347.62
181631289,2014,12,1050824.59
225023753,2014,6,567269.19
128238305,2014,17,584898.42
968820290,2014,6,15000
388208159,2014,1,19490.48
133101555,2014,1,7038
603587101,2014,2,12912
617615997,2014,3,499410.2
963134189,2014,3,804238.78
114793727,2014,2,327408
197897205,2014,1,3833
57728537,2014,1,89000
80166432,2014,3,95235
828026281,2014,3,4214.8
33415576,2014,5,119208
63076701,2014,1,24500
36043388,2014,2,21603.64
36344013,2014,2,1203869.4
145379728,2014,9,5293570.64
118572317,2014,7,658271.36
126734982,2014,3,16900
170911556,2014,2,1125952.9
874227291,2014,8,5275.45
943441998,2014,1,8600
788084705,2014,9,150781
160988267,2014,12,76414.85
78806206,2014,4,482693
167091599,2014,20,34682527.13
78824751,2014,1,16179
3807703,2014,12,102264.15
52241015,2014,1,28410
55708788,2014,10,221988.75
191767714,2014,3,84757
95972415,2014,2,1092734
68789833,2014,2,19160.7
39799804,2014,8,1930947
65642928,2014,2,49408.15
9741190,2014,12,7008457.4
78588245,2014,2,70664.4
128110892,2014,2,35437
18193669,2014,4,7268540.2
108990649,2014,4,14985844.4
142448914,2014,3,5200
612679134,2014,1,4236
557415275,2014,11,98285
177106432,2014,4,245983.59
226552610,2014,2,304000
113044739,2014,8,50414.97
3556144,2014,2,30669.36
18447488,2014,4,17301.25
79167827,2014,1,1110
79275867,2014,1,62129
117752324,2014,7,9257771.71
808112861,2014,5,45509.9
884820853,2014,18,383985.54
95585113,2014,12,320189.54
793060054,2014,2,1635479
552697625,2014,1,14885.32
791452837,2014,3,9980000
19035842,2014,1,12000
934883711,2014,7,281663.54
35408830,2014,5,23987.61
965188410,2014,7,161827.3
832009083,2014,1,15480
8948234,2014,4,184739.16
787924810,2014,8,95050.2
91131875,2014,6,247250.8
74779620,2014,2,31811.75
859075835,2014,7,22559938.12
166795450,2014,12,1192489.2
780680976,2014,7,8500211
196762434,2014,5,3426740.8
140712022,2014,9,527718
140758694,2014,5,11930
833204436,2014,1,5395.68
27777358,2014,2,26144.54
57126885,2014,9,846735.75
804727709,2014,3,82612
361509016,2014,3,450
839374105,2014,24,190970.93
631097508,2014,3,18560.22
39465310,2014,9,76561
798976325,2014,2,15434.93
343976440,2014,1,40545
63624324,2014,2,7917.18
94587144,2014,10,137593.73
130148997,2014,1,120747.77
78363003,2014,2,2501
45641042,2014,18,110787.73
831935072,2014,6,3988362.3
964430169,2014,2,206816
124023404,2014,8,4294316.55
144047292,2014,39,264409.68
803329945,2014,1,375
59354865,2014,7,20476107.96
781520262,2014,3,30115
75736475,2014,2,1191922.9
147578249,2014,3,21653
968837810,2014,7,4370290.2
627888675,2014,1,499873
619118185,2014,12,200826
102832131,2014,7,140950.99
316221233,2014,1,17768.74
59626635,2014,3,1581900.59
46168100,2014,2,19800
131988524,2014,1,16206.72
102993719,2014,1,14850
884812025,2014,13,9174349.07
489448903,2014,2,129250
829314371,2014,1,110085
961318110,2014,4,23941.95
555485820,2014,4,60695
659647173,2014,1,55226.12
782794051,2014,16,1759567.94
77248677,2014,1,6120
365965867,2014,5,99036
172636268,2014,8,1033305.1
191958433,2014,1,318.36
785308797,2014,32,248950.12
618993281,2014,4,86514
15615122,2014,1,2501
623673808,2014,7,415255.51
19255991,2014,1,4533
31070972,2014,14,322497.25
962283102,2014,11,98463.56
831348821,2014,11,8042093.84
884328162,2014,5,7595
243619236,2014,11,23800.8
114278091,2014,1,3561.95
859960481,2014,6,280101.74
70390075,2014,2,62402
26946952,2014,17,79381
227050994,2014,6,1491167.9
38838975,2014,6,12462.6
45225380,2014,1,200
146103775,2014,2,12830.44
929573715,2014,8,341376.23
615472446,2014,3,23057
165988937,2014,5,1727632.91
631147584,2014,1,14259.99
317944874,2014,6,460114.44
91708230,2014,17,590484.72
13500489,2014,1,6300
361109390,2014,1,4600
68117787,2014,1,34750
144674215,2014,8,87660
67767574,2014,5,100377.54
836916056,2014,1,33742.39
59005020,2014,1,338195
72919731,2014,2,1931000
164130481,2014,1,425
617950266,2014,4,40660
105405091,2014,2,753198
831791822,2014,1,4750
154120570,2014,17,3339110.3
807418244,2014,1,28000
784066164,2014,1,600
631087942,2014,3,20489.19
3388345,2014,10,101705.7
188662704,2014,12,517935.07
837635945,2014,7,3181165.81
78354956,2014,1,24948
78577576,2014,2,46818
51717080,2014,20,427028.06
29309189,2014,5,918088
804888691,2014,8,3540719.85
828386255,2014,7,587642.4
780505595,2014,3,921904.4
119626513,2014,2,216496.3
853766090,2014,1,3051
74477969,2014,2,40500
102839417,2014,1,8228
66697475,2014,1,6200.96
97107531,2014,13,47252
557569626,2014,1,369171
24215048,2014,15,119810.35
90967704,2014,36,1643278.2
690565601,2014,1,109093.48
60774846,2014,6,5224217.04
166580477,2014,1,69032
98707706,2014,8,2985939.63
240254789,2014,20,102624.91
38379579,2014,11,5156172.31
783603814,2014,7,2233388.95
21122494,2014,3,827485.18
69263523,2014,16,4810260.9
119479033,2014,4,1537492
5591037,2014,1,5143.41
791014918,2014,1,3450
29577510,2014,1,125338.04
129130139,2014,28,6246987.6
18539619,2014,42,1640396.46
60818114,2014,2,380
189737810,2014,36,50395197.31
201873168,2014,1,174585
79441413,2014,11,96211.13
1188523,2014,3,45742.5
49381119,2014,5,168070.88
620845201,2014,2,3166820
825905222,2014,1,65280
805168747,2014,4,98164.3
149453610,2014,2,315422.8
2089878,2014,1,3375
832256866,2014,2,36004.5
173564050,2014,1,21964.08
161225073,2014,1,6525
105130483,2014,1,7700
622341485,2014,17,124375.78
339868628,2014,1,71376.92
99339129,2014,1,46110.78
5438890,2014,14,201419.04
787408947,2014,4,70962
3897949,2014,3,58812.05
82624354,2014,1,5967.41
32157125,2014,11,178316.64
420045148,2014,1,195000
52628849,2014,25,699801.48
968800370,2014,3,19699
73607954,2014,4,27670
468490292,2014,2,141672.11
21685960,2014,1,6075.66
54895875,2014,1,6160
19361885,2014,8,1182366
34068580,2014,1,4876.25
15479921,2014,2,24000
614672934,2014,3,41503.35
68739861,2014,1,5000
612961933,2014,13,400600.94
123029055,2014,1,9640
780558847,2014,1,255780.8
794519004,2014,4,1179312.28
9780813,2014,4,12810
90669144,2014,1,2500
149108193,2014,5,137815
106609332,2014,3,130900
128980401,2014,2,36080
850664199,2014,15,421427.54
809374440,2014,23,1054557.25
837528298,2014,8,1321359.6
836493601,2014,10,30754
102626892,2014,1,7047.08
43547244,2014,1,280900
557935729,2014,3,37421.18
168788532,2014,2,55229.62
624225199,2014,2,16103
792935780,2014,7,46082.54
180011095,2014,9,5069683.59
809189405,2014,11,138302.48
116207838,2014,1,2006548.15
143079635,2014,3,18440
128932303,2014,1,129983.18
931217868,2014,6,11163790.58
611827812,2014,14,7612517.3
17760811,2014,1,2975
7909427,2014,22,1075609.63
79509778,2014,1,800
615323263,2014,2,58946.1
79402946,2014,1,7790.4
877422600,2014,2,117900
100589063,2014,7,1247760
79461106,2014,1,400
28452035,2014,6,20170.92
800722188,2014,4,229694.9
173383951,2014,17,390468.8
139678767,2014,1,795
79188420,2014,14,5048523.77
153445288,2014,10,252225.2
621229413,2014,14,482907.6
156853947,2014,10,35900.66
50210889,2014,17,2121650.58
87230306,2014,11,1305929.43
797261369,2014,13,2006636.46
809982122,2014,1,18360
79253069,2014,13,109539.18
831213199,2014,5,48847.5
825024396,2014,1,6977
884638065,2014,1,5700
78362894,2014,6,2226.44
68783802,2014,1,3676.5
78863285,2014,5,16231.86
149530169,2014,5,8750
947347605,2014,6,2521507.5
851256503,2014,4,473333.36
86618584,2014,2,4915.21
67629030,2014,4,75845.5
180011459,2014,6,5150994.06
48883409,2014,2,9900
195468038,2014,10,788234.55
136153801,2014,6,54308.33
787000269,2014,13,34045531.66
121007264,2014,16,134191.53
560261716,2014,1,20806.01
613559298,2014,5,93578.05
617714886,2014,4,542202.1
221117158,2014,5,106058
800459575,2014,6,248202.52
137781097,2014,7,73934.31
56667975,2014,2,20515.54
828469481,2014,1,1349
62401328,2014,1,15167.35
1059885,2014,3,24408.77
108870254,2014,5,58203.38
20090588,2014,5,24276
804997500,2014,1,6416.04
615333700,2014,4,175326.54
783044597,2014,10,20504802.13
77380264,2014,3,36879
877177803,2014,1,170000
44226116,2014,6,147126.9
833114320,2014,1,3500
166000356,2014,1,212.7
172218104,2014,1,6915
62774716,2014,1,23523.17
17454302,2014,1,0
8676090,2014,3,691032
788729734,2014,4,4012347.4
805652450,2014,5,23235.06
555905108,2014,4,89571
3508884,2014,1,5283.94
54112765,2014,1,4987.28
104379065,2014,2,752179.8
69562213,2014,8,51669.48
51923373,2014,1,41977.65
79424056,2014,1,13912
827521519,2014,7,4649426.9
968461215,2014,1,38630.25
19789502,2014,2,1537465.2
74803701,2014,15,10663211.36
99852212,2014,14,166343.74
40481962,2014,1,3753.06
93680742,2014,5,65595.88
827392981,2014,2,5760552.35
801872920,2014,3,20452.11
794724666,2014,18,172876.27
8105145,2014,2,79346.86
75467266,2014,2,9164.28
76689694,2014,1,4000
161579735,2014,24,47429688.26
48458798,2014,1,3128
824762053,2014,4,1723015.02
617745091,2014,3,201598.2
79516529,2014,1,13400
35632298,2014,8,2025444.3
806952458,2014,1,8000
14070978,2014,2,37801.4
341891572,2014,7,69714.84
95451779,2014,31,649631.91
2509912,2014,14,241997.46
959842956,2014,5,31046
53575726,2014,6,241264
78407906,2014,32,722421.42
31451081,2014,3,43479.8
131266926,2014,21,810341675.3
877599274,2014,18,558811.3
167261630,2014,3,59128
798180667,2014,6,93789
46386962,2014,15,610969.47
120839477,2014,8,1323863.57
930907428,2014,2,49295.3
138257899,2014,8,228662
557802529,2014,4,17421.7
42559492,2014,12,184813.37
692340612,2014,2,133308.93
251737789,2014,24,404986
825309797,2014,3,18454
35684299,2014,1,5840
968468822,2014,13,13255532.98
360869945,2014,12,4200
806780912,2014,4,7540
809915796,2014,8,257869
110723975,2014,3,129394.27
53100954,2014,1,8640.36
25762725,2014,6,3134319.36
826887551,2014,11,265344.71
793561890,2014,1,34500
152126368,2014,5,680451.08
89701080,2014,5,50457.11
799968388,2014,5,643330.63
801477600,2014,1,13670.4
963608349,2014,5,1218875.8
188078588,2014,1,24190
19411206,2014,1,7285
30844914,2014,1,4173
831816264,2014,3,15073
28381549,2014,2,116160
830592676,2014,4,2409575.67
859091282,2014,2,112957.05
137472168,2014,2,18220
877567370,2014,2,14780.49
69340214,2014,2,1413533.2
884347568,2014,5,205008.55
869211433,2014,2,2816.4
625803135,2014,3,28880
803182810,2014,2,5000
43709583,2014,2,28975
41808262,2014,3,99049.5
88719422,2014,11,226965.84
361850357,2014,2,114654.98
809916570,2014,9,445516.9
168762342,2014,1,1225
783853943,2014,3,252398.5
941889412,2014,12,2573054.24
606947836,2014,2,42640
128197535,2014,25,446341.71
828333596,2014,7,435891.03
829848196,2014,13,1782053.17
438468944,2014,6,1291143.16
967294617,2014,2,12885
829842884,2014,7,48832
807918628,2014,19,529146.29
89835318,2014,1,9500
829826200,2014,1,52900
141883715,2014,2,61925
177827540,2014,1,5345
604081679,2014,26,437858.16
79744272,2014,1,27547.28
153657304,2014,2,96710
147580799,2014,6,32952
2397347,2014,18,585241.2
615647489,2014,9,415190.69
942275694,2014,3,50790.35
809842284,2014,1,5055
144081176,2014,5,6208
39991559,2014,1,33812
832210202,2014,1,8368.14
95371472,2014,18,141432.23
40997111,2014,15,6888673.38
36507804,2014,6,84674.48
97513725,2014,1,120096
78452596,2014,1,6900
124876470,2014,2,2000844.88
152266474,2014,13,1342479.69
155600138,2014,4,562837
361228117,2014,9,722310.3
808813893,2014,1,380
181822958,2014,1,78262
105039379,2014,1,413535
46813507,2014,7,231219.46
794725234,2014,7,245472.29
831684209,2014,15,161082.93
962303199,2014,11,32517.75
949024850,2014,8,161490
831666453,2014,3,16325
826301293,2014,2,61684
44742989,2014,2,17306
3224537,2014,2,173775.5
196560239,2014,7,104456
7374176,2014,1,14477
835137423,2014,6,331083.78
31099716,2014,10,93966.93
43397350,2014,1,6200
805601879,2014,4,202115
188843619,2014,7,261787
54090951,2014,6,141350
249113572,2014,5,44794
37649378,2014,9,253980.1
796490519,2014,5,354852
79280471,2014,2,4195111
832952324,2014,2,233638.72
623712028,2014,2,13304.17
58746467,2014,1,5870.08
182710772,2014,1,23530.48
855034781,2014,22,774019
826861366,2014,3,174615
152238460,2014,1,9000
172873866,2014,2,8452.6
963565031,2014,1,65515
829534085,2014,1,20332
10685472,2014,4,67990.6
69575108,2014,15,42556.4
6250658,2014,8,957456.96
27716000,2014,16,76776.2
51218316,2014,9,835198.4
60175726,2014,11,409597.2
960914604,2014,4,153000
11077815,2014,1,930
186884946,2014,1,425000
42370960,2014,2,22339.26
167201396,2014,22,301548.13
2358427,2014,1,2999
34163112,2014,2,8905
3912922,2014,3,11466.71
831797027,2014,7,5268191.32
968516898,2014,1,2300
805166964,2014,9,117281.28
809979958,2014,18,368887.49
140302188,2014,19,6743607.8
957236813,2014,2,171883
158826073,2014,20,1662084.72
794078274,2014,12,106494.96
463620189,2014,2,37953.06
44021884,2014,1,10156.8
180537219,2014,4,121848
9118931,2014,8,76996
12385383,2014,1,24500
789495293,2014,1,3700
612234377,2014,2,243075
75821975,2014,3,685000
845289714,2014,1,6399
610035920,2014,2,12000
72643117,2014,5,142089.67
96627781,2014,23,1025896.27
59481205,2014,10,1178286.38
136657157,2014,1,6000
796509529,2014,4,137360
855021239,2014,6,206660.46
805200433,2014,2,172936
147296896,2014,4,2375
884150678,2014,6,25627.38
878427491,2014,13,108883.63
88885293,2014,10,146315.85
79234797,2014,1,36400
173169160,2014,3,150
60815016,2014,9,1010668.46
53059374,2014,1,4576.54
69174407,2014,4,219163.5
79282128,2014,5,266906
825065399,2014,10,1847643.33
829549273,2014,11,2255125.12
55485999,2014,7,25819.85
16623121,2014,1,649971
1911510,2014,1,3495
54315825,2014,14,155009.58
1729789,2014,1,10000
607836293,2014,3,1524909
789247264,2014,1,4181
171691954,2014,1,16587
9022104,2014,1,50780
617052290,2014,1,19089.48
22492987,2014,3,30226.57
73219149,2014,2,11208
828743513,2014,6,25596.75
55627392,2014,1,13905.48
784718558,2014,4,29690.71
769855305,2014,19,708550.62
610557899,2014,12,62618806.2
54661384,2014,18,14959948.65
74811662,2014,1,17525
800794641,2014,1,33337.75
22869937,2014,17,1099028.35
926169285,2014,1,29231.74
40602146,2014,11,489592.5
791142545,2014,14,1872782.34
8289043,2014,12,111251143
360941504,2014,1,5000
591983882,2014,1,6135.21
118637938,2014,3,23256
13792494,2014,4,17894.26
154147214,2014,1,14078.8
180336120,2014,1,6478.77
145189143,2014,5,2750664.57
152235169,2014,1,6000
97909311,2014,5,52250.59
928918812,2014,9,124784.94
799003921,2014,4,18947.5
603046959,2014,1,34485
56329097,2014,28,789050.54
612926832,2014,1,13800
57728632,2014,13,4769808.5
78404497,2014,17,485955.58
77489136,2014,3,20860
938958568,2014,2,1347.3
181624821,2014,1,11000
63929202,2014,2,16821
202888897,2014,1,49000
13330385,2014,16,686376
709925259,2014,2,194999.41
40949869,2014,19,294797.98
247228414,2014,20,579930.42
828874946,2014,1,8450
14890771,2014,21,10000
25859406,2014,1,4500
13227741,2014,2,38074
122351760,2014,2,116
167798771,2014,1,4500
93684694,2014,1,50286000
87248183,2014,24,477091.95
19447197,2014,1,7044.8
156676165,2014,2,29979.36
552793002,2014,3,172448.48
830335928,2014,2,26692.5
625406012,2014,4,30280
102529211,2014,2,11102.23
118888551,2014,2,88070
160601188,2014,1,10991.8
831232546,2014,2,12191.23
100056407,2014,1,2700
78747418,2014,5,1040924
2047657,2014,1,4205
77571149,2014,1,0
106663644,2014,1,74790
78483499,2014,2,25381.65
30934731,2014,6,75344479
67092544,2014,1,5975.2
784087293,2014,5,1053987.36
832847573,2014,2,57259.92
26520416,2014,3,24662.05
48768477,2014,5,73248
