VENDOR_DUNS_NUMBER,FISCAL_YEAR,COUNT(1),SUM(TOTAL_OBLIGATED_AMOUNT)
34200147,2014,6,195101
161212170,2014,2,4400
243783615,2014,3,817937.8
805281482,2014,3,34645.04
877953737,2014,21,1688407.38
174127282,2014,16,170918.14
79490267,2014,1,21900
190639971,2014,2,28526.3
79310431,2014,9,421256.29
161370916,2014,16,1326469
78531320,2014,1,34440
64375876,2014,3,86602.15
619189665,2014,1,250000
5138375,2014,4,751731.84
802428292,2014,6,164981.34
142406169,2014,1,58122
802974394,2014,3,30568.39
16597119,2014,12,19108341.15
79355329,2014,1,7000
4197133,2014,26,288394.36
614917784,2014,3,8445.91
828786645,2014,6,0
52519394,2014,6,123641.6
619331796,2014,1,25609
20849248,2014,1,23400
144947640,2014,4,49700
79516515,2014,18,415995.53
808212653,2014,16,249521.65
854856002,2014,4,119564.4
36479699,2014,1,1485.5
130912905,2014,1,4547
621999473,2014,10,248669.5
49821390,2014,6,40490.96
89299945,2014,2,33602
663902489,2014,5,2046459.37
944003177,2014,1,5864
618192819,2014,2,13340
926119975,2014,1,12000
22384115,2014,4,3296387.9
4459694,2014,4,18171.75
93991391,2014,13,86655.47
54548615,2014,2,12685.85
616707774,2014,3,103038
30563915,2014,2,53160
192175818,2014,3,24397.17
142751929,2014,4,1700
69155641,2014,8,1546316.09
66521667,2014,2,25606.4
78476902,2014,4,105935
947324547,2014,1,13628.16
54755603,2014,5,633998
108044579,2014,19,783807.65
965566701,2014,4,79925
120240697,2014,15,147632
782850002,2014,2,12787.71
73282928,2014,7,1727911.99
75101790,2014,4,523137
645051384,2014,1,432255.58
850540149,2014,1,48346.65
624888459,2014,1,1137
169062929,2014,1,11500
807201652,2014,1,15289.92
31441900,2014,1,12100.98
144386724,2014,1,21101
196271667,2014,3,221842
183788793,2014,2,16614.82
61478335,2014,15,136143.05
932700875,2014,1,48938.69
71374854,2014,12,9759967.23
5418947,2014,1,5120
8925794,2014,11,4639700.43
828140298,2014,1,5725.28
938054723,2014,7,26800.02
71550800,2014,1,41005
58580197,2014,1,2447.5
168742948,2014,1,0
78339611,2014,1,26000
188861074,2014,8,181937.64
28818602,2014,1,11170
79252017,2014,1,106072.54
139724681,2014,3,17515.3
793712360,2014,3,21630
16430790,2014,3,18142.85
5028295,2014,1,105233.25
78275960,2014,6,56054.5
605557032,2014,5,0
10050862,2014,1,7868
190827162,2014,2,850000
145002718,2014,1,78000
884129057,2014,2,116000
609377742,2014,1,2550
23036544,2014,2,9999.5
113001189,2014,3,14942.95
622204774,2014,8,532473.88
8238768,2014,6,160194
1050897,2014,13,22895836.92
9400474,2014,9,37780
963694794,2014,5,389135.88
61886867,2014,15,240015.92
968314968,2014,1,7800
139548002,2014,5,588253.91
187459362,2014,4,143039.1
139038405,2014,3,414580.2
124458493,2014,2,482870.16
140025789,2014,1,3245
215782675,2014,1,10600
6902969,2014,3,25478.85
10019433,2014,8,55817.82
2186815,2014,2,10836.11
807372839,2014,3,1675506.32
4299855,2014,17,301920.08
829407217,2014,1,9298
137576380,2014,4,24727.2
834095044,2014,14,5375
847128469,2014,6,2375
103123691,2014,1,1415765
70792398,2014,3,410940.56
808189083,2014,2,32513
55373752,2014,1,1445842.72
621405807,2014,2,0
90488024,2014,2,11820
799647032,2014,6,604290.29
77486322,2014,22,2510699.04
48416916,2014,1,259976.4
57883063,2014,5,47838.87
146070516,2014,1,59050
129835992,2014,1,47145
3102860,2014,3,23145.75
194619268,2014,1,8541.5
791378222,2014,2,14300
6283014,2014,1,3074.75
9095324,2014,1,5093.89
948118633,2014,3,15907.5
48375971,2014,5,30738.79
71005474,2014,8,39621.53
136766529,2014,2,44995
316227719,2014,6,70942.88
947216909,2014,11,647312.72
38085549,2014,20,8207453.74
101712388,2014,2,880452.1
131172434,2014,2,15450.61
69880235,2014,6,32109
616924770,2014,9,1048100.06
22577444,2014,1,86700
117512608,2014,5,119305.76
88847926,2014,23,153735.73
49070436,2014,1,5369.65
11932659,2014,9,72923.97
962762477,2014,1,226450.65
828312053,2014,1,0
18839931,2014,4,211564.55
79186538,2014,2,17400
114232630,2014,5,24783.35
102953510,2014,2,9765.4
148927247,2014,28,5151126.84
621949791,2014,1,7464.2
78609693,2014,2,11475.74
5437405,2014,4,31496.9
939069530,2014,7,325891.04
142913271,2014,2,805844.3
144683943,2014,4,83133.02
785875220,2014,1,28290
962685587,2014,2,100136
601644839,2014,4,327235
153480058,2014,5,27995.77
157257486,2014,4,85519.29
160000899,2014,12,3439847.85
92266725,2014,2,58400.03
79085594,2014,1,2350
618810472,2014,8,3163485.56
42602797,2014,9,256160.29
7001886,2014,3,71051.71
7246572,2014,3,17868.57
32780843,2014,10,117005.84
959404120,2014,1,11046
930424650,2014,5,41760
69889475,2014,4,20315
136664195,2014,2,35683.3
177652807,2014,5,49821.02
186730131,2014,1,22785
19170380,2014,1,4300
15024925,2014,1,17679
186524893,2014,8,107324.59
77149698,2014,1,200
48751846,2014,2,30802.7
15230456,2014,3,25551.62
111292947,2014,5,20634
79354493,2014,1,10000
152932208,2014,4,133944.55
962547498,2014,3,18133.5
37761160,2014,11,274428.25
7009590,2014,1,251944
72398204,2014,3,48798.47
832690718,2014,8,114973.16
802531475,2014,13,322927
52194255,2014,1,4849.6
120616677,2014,1,25000
45314171,2014,3,50094.1
847649910,2014,2,13285
342717660,2014,1,32959.54
131088259,2014,2,10994
42359450,2014,1,52468
879905982,2014,3,11958.55
963383187,2014,2,22020
47926972,2014,1,16800
44396562,2014,1,144857.7
966368602,2014,1,3650
968883947,2014,3,17469
113504117,2014,2,3860304.46
611009585,2014,17,135624.93
449099871,2014,1,19500
967196259,2014,3,31301.77
850496096,2014,1,7540
785395237,2014,7,83178.92
832952498,2014,3,15600
178600276,2014,1,10000
119388945,2014,10,4964740.75
826161259,2014,2,1216880
693995912,2014,1,40406.41
949939730,2014,4,794912.2
627767296,2014,4,972794.2
798242546,2014,1,233465
831092239,2014,1,164943
152752895,2014,1,7170.29
884729369,2014,9,4530153
2369122,2014,3,503230.3
25179791,2014,3,25728
39059303,2014,1,50000
6961333,2014,1,7616.8
10238886,2014,2,28722.28
502673145,2014,16,81865.07
959773144,2014,1,21909
830238395,2014,2,50100
36959352,2014,1,10000
52552288,2014,4,996598.02
43127141,2014,4,933430.86
56401037,2014,33,1063557.63
619002392,2014,26,15830703.45
956783617,2014,3,52770.09
691152094,2014,2,9412
847510088,2014,1,2877.12
878123157,2014,5,41132.5
869558767,2014,1,375
836426874,2014,5,728525.12
804992204,2014,1,48990
199339396,2014,1,9090
825335594,2014,2,35363.55
150373228,2014,4,2615383.36
200134778,2014,1,645280
968124750,2014,15,232717.61
118454045,2014,2,10758.24
828647409,2014,4,1753917.97
101748424,2014,1,14184
64744436,2014,1,748615.28
167727598,2014,2,1001284.07
806782173,2014,5,185398
832258334,2014,2,36120
784445988,2014,2,138854
942684291,2014,5,235459
118029680,2014,1,17961
1326953,2014,4,23344.48
827054490,2014,2,275941.7
963337097,2014,1,8100
28650483,2014,3,20278.86
104589382,2014,3,1880226.6
827150777,2014,2,26975
956912984,2014,1,16947.75
41219437,2014,1,39350
9266685,2014,4,44914.52
186152554,2014,2,341921
938119948,2014,3,16835.38
58960290,2014,1,49900
843739439,2014,8,137170.87
787543354,2014,1,7270
79148497,2014,2,102076
21980862,2014,1,6137.67
568605823,2014,3,15601.5
833689946,2014,7,84762.54
91216945,2014,1,3750
131081622,2014,6,74752.8
256841131,2014,1,12891
78502748,2014,5,5881185.63
117470666,2014,3,13451.61
59517540,2014,4,40059.98
932596182,2014,1,304971.03
38381013,2014,1,109975.72
606697576,2014,1,400
627152387,2014,1,0
800536257,2014,1,23720
148636798,2014,1,3750
69579407,2014,3,13116.55
604014795,2014,4,1031330
15364870,2014,8,533947.2
171873230,2014,2,700
83415224,2014,2,18384.24
933259624,2014,1,3050
808357045,2014,3,3751193.6
962225707,2014,4,78015.04
123534427,2014,2,134000
79322824,2014,2,5000
76605091,2014,1,24785
5092358,2014,5,893255
152697277,2014,10,487236.14
136300253,2014,9,171216.25
19084347,2014,4,400767.6
694317918,2014,13,296106.25
787828511,2014,1,61380
625537097,2014,1,3500
23797349,2014,3,65230.58
146490672,2014,8,84940.37
606882053,2014,25,312132.81
42425447,2014,12,650833.08
800145836,2014,2,8899.51
46404898,2014,1,4054.25
27679163,2014,1,4128.3
73932337,2014,1,133483.5
176392470,2014,3,42454.63
126545198,2014,7,40407.8
49598485,2014,1,4625
15813830,2014,1,22500
20481533,2014,1,10506
830343679,2014,5,1225
108402603,2014,3,58971.73
25055773,2014,3,12509.27
71495550,2014,13,266850.14
808153378,2014,4,1570533.48
831288548,2014,2,14858.03
801262473,2014,9,1925057.8
134802755,2014,1,5654.4
45922986,2014,11,153945.98
830996943,2014,2,1664
78038403,2014,27,450918.15
25166831,2014,12,1070113.54
61853102,2014,4,118792
850502755,2014,2,100141.27
1370857,2014,16,578463.86
625315270,2014,1,14000
6932990,2014,1,1264
27852110,2014,10,496611.62
39032891,2014,10,1387822
182789412,2014,1,224000
78335403,2014,5,36668.14
620818851,2014,6,128032.5
958550576,2014,4,8700.9
147410021,2014,5,67240.02
968475025,2014,5,5575
623875601,2014,5,1889977.75
170308774,2014,1,13070
655602469,2014,6,3203834.44
86292513,2014,1,6423
131289568,2014,1,10000
788279953,2014,1,2500
180755662,2014,1,9600
137084294,2014,20,248232
199799248,2014,11,738724.67
51058261,2014,2,16200
98486848,2014,3,55779.36
30397025,2014,20,1782971.85
133772277,2014,2,1026000
5641643,2014,5,27869.96
806795261,2014,2,0
2160158,2014,17,1484107.5
362750429,2014,2,12285
83809053,2014,2,26604.08
39340096,2014,2,8502.5
602409083,2014,2,48135
752898403,2014,3,178532
962344151,2014,2,11654.95
603414061,2014,1,12695.22
967946828,2014,9,733735.9
146130393,2014,5,52520.48
113475383,2014,1,42482
168628837,2014,1,7300
752696682,2014,1,239159
34804896,2014,4,47342.25
787382555,2014,1,5000
41752296,2014,4,288919.6
38679221,2014,4,490398
692397303,2014,1,10800
144940272,2014,1,79478.3
78792872,2014,3,877748.76
6338537,2014,4,25828.7
179249800,2014,4,11275
59700661,2014,7,479903.52
47580212,2014,7,62317.93
7053473,2014,6,151554324.5
556910990,2014,1,19662.54
80191851,2014,1,22200
98304926,2014,1,4225
91785477,2014,19,616801.27
50370220,2014,1,7200
626824585,2014,2,4200
10127272,2014,1,4464
603052176,2014,1,6000
148566516,2014,1,87600
47245154,2014,2,3815.18
601975803,2014,3,1011044
60079224,2014,16,135377.08
556615248,2014,1,10000
98612591,2014,12,961095.3
42811430,2014,2,8730
370402187,2014,4,869813.19
26185236,2014,1,450
792856452,2014,1,27807
161163787,2014,1,17568.75
79256519,2014,1,87780
360700608,2014,7,1809050.76
27422310,2014,4,18796.96
565759784,2014,1,131575
831138792,2014,2,56139
830684663,2014,1,15620
154036909,2014,2,27481.82
16552267,2014,5,110155.1
784187333,2014,1,4000
130763910,2014,2,113732.87
966663622,2014,6,6973683
61092111,2014,1,150000
102748287,2014,7,970493.32
89414601,2014,1,8323
23980220,2014,1,5475.36
5172333,2014,2,80576.21
50372072,2014,6,45929.8
147749977,2014,1,146780
9178950,2014,11,253752.14
868729716,2014,3,204915
781126789,2014,1,11197.9
131339694,2014,10,1226950.5
932797814,2014,22,963986.95
77530798,2014,1,3473.71
801447595,2014,10,370730.52
797123812,2014,5,20698.03
20198912,2014,3,40502.29
181768771,2014,1,9591.2
606726656,2014,10,161953.7
5046677,2014,11,200989.4
148348253,2014,1,8100
603901844,2014,6,286000
793087453,2014,5,93553.09
962429069,2014,9,1332817
147836949,2014,2,11397.5
791053981,2014,1,89277.58
24282869,2014,1,50250
41649943,2014,1,7302
825902658,2014,2,21742.81
66273657,2014,15,1398660.68
785230665,2014,3,27169.05
791818149,2014,2,31447.66
27848327,2014,7,115521.96
197857311,2014,5,2400
136658916,2014,2,85015.7
803158021,2014,3,83179
78528425,2014,1,67842
809174803,2014,5,525727.5
809239635,2014,1,813.6
166763412,2014,1,600
3895687,2014,3,30051.34
48821367,2014,1,650
149413747,2014,2,22201
802701565,2014,1,11920.17
789563517,2014,2,108910.08
616416017,2014,2,140500
7783400,2014,3,1694229.14
183635098,2014,3,55895.64
148419349,2014,3,309498.81
125223185,2014,1,4931.5
71845358,2014,1,24019
833108694,2014,8,63823
809130714,2014,3,20400
836196972,2014,19,281420741.9
11207222,2014,3,38246
122597367,2014,6,593302.61
833281343,2014,3,196000
2350270,2014,2,14869.5
78504831,2014,1,16445.9
140992905,2014,2,4795
807393905,2014,4,274091.24
825288314,2014,1,60000
58187147,2014,2,31265.45
18267260,2014,4,29358
66871348,2014,3,34152.03
8812265,2014,3,68061.25
30779065,2014,1,20407.5
6808492,2014,2,9783.05
10334451,2014,6,1491108.77
72170343,2014,2,2720611
96226253,2014,8,127663.61
15195890,2014,4,2813595.84
809174969,2014,1,301014.66
153909879,2014,10,1496432.37
782468847,2014,2,14993
139433916,2014,2,43408
53209631,2014,2,13581.25
253719207,2014,2,161073.84
1845361,2014,5,113594.61
7693724,2014,6,205660.91
556170926,2014,6,384789.98
81125416,2014,5,322000
140231098,2014,4,8791
688002633,2014,5,188260.45
79259161,2014,1,91139
32968711,2014,1,3376
17223996,2014,9,65160.46
97322861,2014,2,323533.53
35245596,2014,1,5272.59
962682647,2014,2,147995.99
129704750,2014,1,7800
160567160,2014,3,34241
6918908,2014,10,14517.88
800739711,2014,2,999152.93
878208925,2014,1,29387
79291662,2014,1,232392
192325520,2014,4,106241.05
49944374,2014,1,62999.99
958543019,2014,2,40501.5
28688679,2014,4,33848.59
961047081,2014,5,77563.13
948925227,2014,2,5400
64292980,2014,1,3000
9091294,2014,2,0
603289091,2014,4,1327304.51
961857786,2014,11,321812
194608667,2014,4,77114.47
118841717,2014,4,797348.38
24361826,2014,1,4439.6
830301714,2014,2,15949.55
56190812,2014,1,5250
146593947,2014,2,94467.52
169684839,2014,1,2856
7659621,2014,1,40851
828982769,2014,5,34894
619202075,2014,1,28272.24
148556470,2014,1,2073
2546711,2014,9,2507285.77
144672540,2014,6,30243.74
965449486,2014,1,81990.9
8962912,2014,13,74670
373949890,2014,1,0
610706103,2014,3,13904.77
957451396,2014,2,27489
9041187,2014,10,232392.94
78841477,2014,2,24940
804757185,2014,11,38121.05
47908322,2014,2,367625
78667205,2014,1,5411.36
166493333,2014,8,212896.19
79124465,2014,4,85912.74
944580786,2014,3,5745946
14564152,2014,2,137250
614792658,2014,1,8175
617445374,2014,4,2591441.42
804706307,2014,2,3000
6007694,2014,1,22620
78380962,2014,4,41513.66
51385219,2014,1,11475
113231062,2014,1,3597.43
166762760,2014,11,8969448.72
160946190,2014,4,5322.72
84954353,2014,1,152000
788777360,2014,1,161760
799755921,2014,6,607052.36
798646246,2014,1,12730.5
926271495,2014,6,5200
850539962,2014,1,29015
83255042,2014,1,6263.96
3228350,2014,10,43082.08
608867011,2014,1,0
56668577,2014,4,17224.58
28576635,2014,5,78116.44
26113915,2014,4,157067.5
829814040,2014,2,92920.49
183217231,2014,3,12803.35
168787534,2014,2,5326.48
805255742,2014,1,14600
141643135,2014,2,3640
78682017,2014,5,109359.58
845031272,2014,1,49925
808174882,2014,3,37770.8
4088980,2014,1,3998944
874421555,2014,1,143501.9
824943679,2014,2,13535
620664599,2014,1,10312.5
113219690,2014,2,7997
188873363,2014,2,10000
948606728,2014,1,7410
4450172,2014,1,24300
137460726,2014,1,32771.12
33099172,2014,2,7700
808226703,2014,3,331600
9247495,2014,6,489501
251942595,2014,12,394615.73
157519679,2014,1,27400
78641515,2014,5,347309.73
84094684,2014,1,7400
141250071,2014,1,31312.82
55183362,2014,2,14124.5
129341223,2014,1,134700
78710339,2014,2,123277
27074488,2014,1,8981.26
786145102,2014,3,3468.75
829581305,2014,1,49950
35331933,2014,5,63795.77
837530401,2014,1,6350
140705778,2014,7,175545.24
72066848,2014,2,7133.75
837389907,2014,2,21800
784347820,2014,8,192419.2
79271139,2014,1,331586
79233397,2014,1,9902
153918966,2014,3,49138.97
884217175,2014,1,4950
440866726,2014,7,294531.04
832007947,2014,15,41433
602495074,2014,4,9316646.67
27324823,2014,1,6800
171214307,2014,2,31542.25
786235283,2014,6,226333.99
75751453,2014,4,19839.12
937460777,2014,1,29246.99
65353661,2014,2,62912.88
78721975,2014,8,23678.49
801138389,2014,1,127165.25
626641211,2014,4,41411.39
726656452,2014,2,58300.27
186098153,2014,2,26400.15
552653560,2014,7,68648413.61
52242385,2014,3,153140.35
692043463,2014,1,3920
363585977,2014,7,79822.88
79237174,2014,2,60118
119074912,2014,2,7472
175307792,2014,8,63340
133312947,2014,1,960274
23916092,2014,1,135094.7
778904979,2014,3,4185
50191550,2014,4,1587849.5
120760921,2014,4,69150.54
832246255,2014,1,20145.5
5324678,2014,2,2127
79208309,2014,1,0
556333982,2014,8,409429.48
178804592,2014,5,2241914.24
969010599,2014,1,1920780
137529488,2014,1,53032
93207215,2014,19,4507668.45
12523339,2014,1,16897.15
70865378,2014,5,8818887.81
940520864,2014,4,223779.55
175089234,2014,2,1260236
799560367,2014,7,234332
119687429,2014,1,9330
618002703,2014,1,2662
641048553,2014,4,32418.09
161561584,2014,10,1449933.2
878023282,2014,1,345741
80646847,2014,1,27000
9941314,2014,3,4291
78420596,2014,5,37572.9
2352748,2014,3,46289.55
962460775,2014,2,8634.25
937720316,2014,1,1890
190592162,2014,7,1693586.16
128062978,2014,1,4250
628534831,2014,20,536400.94
946984226,2014,3,39679.54
52545693,2014,2,41940
125244579,2014,4,81992.23
74871278,2014,1,48122.89
24806510,2014,1,43251.5
10036467,2014,1,600984
69191039,2014,3,15900
8430928,2014,5,44541.86
73804411,2014,10,6883958.72
621314921,2014,2,426659.85
556888829,2014,4,55978.7
556501708,2014,2,343522.5
878006832,2014,1,75593.3
808277714,2014,3,36465
148083244,2014,1,6949
616033866,2014,7,49500
624103623,2014,2,34113000
621768878,2014,2,313140
61869579,2014,2,22099.71
945405116,2014,7,131234.5
10355268,2014,4,46759.38
15275162,2014,3,528408.89
629813734,2014,1,24660
801898099,2014,5,3916083.74
965931004,2014,2,552120
22317916,2014,2,86718
90529335,2014,7,2251432.65
804432243,2014,7,50919.1
79488075,2014,1,6896
99943698,2014,1,12770
688489921,2014,1,72133.28
20487142,2014,4,103491.09
50910769,2014,1,39216.23
315001412,2014,5,14538.49
16180863,2014,1,3406.8
76697960,2014,4,53487.43
194692067,2014,1,30000
8625514,2014,6,54803.18
3845336,2014,4,0
831349639,2014,5,42965
789513509,2014,2,15520.01
832097369,2014,4,12305
965002681,2014,1,351829.9
217461458,2014,1,10913.54
79332431,2014,1,57550.8
196113104,2014,1,23320
429713571,2014,13,3873543.3
62417563,2014,2,22932
78784141,2014,2,143263.99
101575447,2014,6,88703.78
45252210,2014,1,2543.66
113225986,2014,2,3500835
884421868,2014,9,86817.89
66400244,2014,1,15930.63
178112033,2014,2,12165
177735305,2014,2,55407.04
833098267,2014,1,10000
132158705,2014,4,136195
69909372,2014,2,31220
807822189,2014,9,117105
839263423,2014,1,17783.48
6388177,2014,2,15353.75
807814673,2014,1,14892
28461981,2014,1,19441.8
785326851,2014,1,74410.44
42120980,2014,4,1797368.38
64234610,2014,5,410043.38
254049455,2014,4,117257.62
68327758,2014,7,863166.49
78890102,2014,3,2015.44
253873905,2014,10,31454.53
132317723,2014,2,185220.3
9125949,2014,11,6730621.42
89770150,2014,1,155.38
61890612,2014,3,80777.5
56820715,2014,10,1016255.04
563406821,2014,24,53611.18
798801689,2014,2,31840
694310210,2014,4,1313476.54
78414048,2014,2,51880
615448961,2014,1,4851
66493946,2014,11,6169050.39
590689733,2014,1,5334.04
101534548,2014,2,730320
129941311,2014,1,4591
78810959,2014,2,206438.4
5286310,2014,3,123204.61
78724506,2014,6,32615
43743470,2014,2,47787.24
79338321,2014,5,114959.65
196782788,2014,7,73434.73
79251753,2014,1,4072.82
967349668,2014,5,1938880
606429082,2014,5,1991301.26
796368673,2014,10,4241720.7
78769590,2014,7,30181.07
849668004,2014,3,561660.97
184200736,2014,2,48380
782809768,2014,2,806849
7008295,2014,2,331937.8
71373641,2014,1,6500
181841784,2014,8,352582
198178076,2014,2,507184.72
962626581,2014,3,20176
1079805,2014,2,2068375
964466833,2014,3,11245014.31
78781656,2014,1,79887
360791383,2014,3,30061.68
182103291,2014,10,2768957.89
16514825,2014,2,9325
948546346,2014,1,4202.7
